Stock	Country	Year	CatchCategory	ReportingCategory	CATONRaisedOrImported	Area	Season	SeasonType	Fleet	CATON	Effort	UnitEffort	SampledOrEstimated	Age	CANUM	WECA
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	GNS_DEF_120-219_0_0	10	3880	kWd	Estimated_Distribution	14	0.1	828.9
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	GNS_DEF_120-219_0_0	10	3880	kWd	Estimated_Distribution	15	0.04	901.98
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	GNS_DEF_120-219_0_0	10	3880	kWd	Estimated_Distribution	16	0.02	890.02
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	GNS_DEF_120-219_0_0	10	3880	kWd	Estimated_Distribution	17	0	906.85
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	GNS_DEF_120-219_0_0	10	3880	kWd	Estimated_Distribution	18	0.01	1199.83
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	0	106.19	2.56
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	1	448.88	31.36
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	2	290.06	112.08
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	3	616.53	147.71
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	4	796.5	179.67
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	5	506.12	218.45
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	6	413.85	269.32
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	7	168.75	353.48
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	8	66.24	416.6
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	9	30.75	583.16
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	10	15.66	620.23
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	11	13.36	662.47
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	12	10.41	687.81
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	13	4.18	737.71
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	14	5.78	828.9
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	15	2.15	901.98
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	16	1.02	890.02
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	17	0.16	906.85
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Raised_Discards	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	578.77	47435	kWd	Estimated_Distribution	18	0.41	1199.83
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	0	782.8	2.56
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	1	3309.13	31.36
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	2	2138.28	112.08
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	3	4545.02	147.71
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	4	5871.79	179.67
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	5	3731.09	218.45
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	6	3050.92	269.32
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	7	1244	353.48
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	8	488.29	416.6
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	9	226.7	583.16
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	10	115.41	620.23
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	11	98.52	662.47
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	12	76.75	687.81
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	13	30.8	737.71
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	14	42.64	828.9
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	15	15.84	901.98
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	16	7.55	890.02
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	17	1.21	906.85
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_100-119_0_0	4261	47435	kWd	Estimated_Distribution	18	3.03	1199.83
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	0	5040.33	2.56
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	1	21307.05	31.36
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	2	13768.09	112.08
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	3	29264.74	147.71
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	4	37807.63	179.67
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	5	24024	218.45
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	6	19644.46	269.32
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	7	8009.96	353.48
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	8	3144.02	416.6
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	9	1459.7	583.16
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	10	743.12	620.23
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	11	634.39	662.47
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	12	494.16	687.81
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	13	198.33	737.71
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	14	274.54	828.9
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	15	101.97	901.98
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	16	48.58	890.02
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	17	7.8	906.85
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	27436	49139	kWd	Estimated_Distribution	18	19.49	1199.83
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	0	2.94	2.56
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	1	12.43	31.36
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	2	8.03	112.08
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	3	17.07	147.71
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	4	22.05	179.67
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	5	14.01	218.45
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	6	11.46	269.32
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	7	4.67	353.48
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	8	1.83	416.6
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	9	0.85	583.16
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	10	0.43	620.23
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	11	0.37	662.47
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	12	0.29	687.81
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	13	0.12	737.71
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	14	0.16	828.9
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	15	0.06	901.98
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	16	0.03	890.02
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	17	0	906.85
meg.27.7b-k8abd	Spain	2025	BMS landing	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	16	49139	kWd	Estimated_Distribution	18	0.01	1199.83
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	0	1710.36	2.56
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	1	7230.23	31.36
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	2	4672	112.08
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	3	9930.56	147.71
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	4	12829.46	179.67
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	5	8152.19	218.45
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	6	6666.06	269.32
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	7	2718.06	353.48
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	8	1066.88	416.6
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	9	495.33	583.16
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	10	252.17	620.23
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	11	215.27	662.47
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	12	167.69	687.81
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	13	67.3	737.71
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	14	93.16	828.9
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	15	34.6	901.98
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	16	16.49	890.02
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	17	2.65	906.85
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.c.2	2	Quarter	OTB_DEF_70-99_0_0	9310	49139	kWd	Estimated_Distribution	18	6.61	1199.83
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	0	427.68	2.56
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	1	1807.95	31.36
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	2	1168.25	112.08
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	3	2483.17	147.71
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	4	3208.05	179.67
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	5	2038.48	218.45
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	6	1666.87	269.32
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	7	679.66	353.48
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	8	266.78	416.6
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	9	123.86	583.16
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	10	63.06	620.23
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	11	53.83	662.47
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	12	41.93	687.81
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	13	16.83	737.71
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	14	23.3	828.9
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	15	8.65	901.98
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	16	4.12	890.02
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	17	0.66	906.85
meg.27.7b-k8abd	Spain	2025	Discards	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	2328	12820	kWd	Estimated_Distribution	18	1.65	1199.83
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	0	3182.81	2.56
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	1	13454.75	31.36
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	2	8694.13	112.08
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	3	18479.79	147.71
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	4	23874.37	179.67
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	5	15170.43	218.45
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	6	12404.88	269.32
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	7	5058.05	353.48
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	8	1985.35	416.6
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	9	921.75	583.16
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	10	469.26	620.23
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	11	400.6	662.47
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	12	312.05	687.81
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	13	125.24	737.71
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	14	173.37	828.9
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	15	64.39	901.98
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	16	30.68	890.02
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	17	4.92	906.85
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.g	2	Quarter	OTB_DEF_70-99_0_0	17325	12820	kWd	Estimated_Distribution	18	12.31	1199.83
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.h	2	Quarter	GNS_DEF_120-219_0_0	0	0	kWd	Estimated_Distribution	0	0	2.56
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.h	2	Quarter	GNS_DEF_120-219_0_0	0	0	kWd	Estimated_Distribution	1	0	31.36
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.h	2	Quarter	GNS_DEF_120-219_0_0	0	0	kWd	Estimated_Distribution	2	0	112.08
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.h	2	Quarter	GNS_DEF_120-219_0_0	0	0	kWd	Estimated_Distribution	3	0	147.71
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.h	2	Quarter	GNS_DEF_120-219_0_0	0	0	kWd	Estimated_Distribution	4	0	179.67
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.h	2	Quarter	GNS_DEF_120-219_0_0	0	0	kWd	Estimated_Distribution	5	0	218.45
meg.27.7b-k8abd	Spain	2025	Landings	Reported	Imported_Data	27.7.h	2	Quarter	GNS_DEF_120-219_0_0	0	0	kWd	Estimated_Distribution	6	0	269.32
