
Stock	Country	Year	CatchCategory	ReportingCategory	CATONRaisedOrImported	MisreportedArea	Area	Season	SeasonType	Fleet	CATON	Effort	UnitEffort	OfficialLandings	SampledOrEstimated	Sex	AgeOrLength	AgeOrLengthType	CANUM	WECA	LECA	SampledCatch	No. of Length Samples	No. of Length Measured	No. of Age Samples	No. Age Readings
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.b	1	Quarter	OTB_DEF_70-99_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	10	Age	0.00	307.30	482.55	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.b	1	Quarter	OTB_DEF_70-99_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	11	Age	0.00	865.57	490.00	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	1446.00	27140	kWd	1000	Estimated_Distribution	Undetermined	1	Age	1744.47	20.05	145.66	100	5	202	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	1446.00	27140	kWd	1000	Estimated_Distribution	Undetermined	2	Age	1976.36	99.79	238.50	100	5	202	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	1446.00	27140	kWd	1000	Estimated_Distribution	Undetermined	3	Age	361.18	123.80	273.44	100	5	202	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	1446.00	27140	kWd	1000	Estimated_Distribution	Undetermined	4	Age	839.81	277.35	334.20	100	5	202	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	1446.00	27140	kWd	1000	Estimated_Distribution	Undetermined	5	Age	1768.84	305.43	349.20	100	5	202	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	1446.00	27140	kWd	1000	Estimated_Distribution	Undetermined	6	Age	1169.21	329.63	354.13	100	5	202	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	1446.00	27140	kWd	1000	Estimated_Distribution	Undetermined	7	Age	273.55	472.62	402.31	100	5	202	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	1446.00	27140	kWd	1000	Estimated_Distribution	Undetermined	8	Age	162.06	481.95	400.62	100	5	202	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	1446.00	27140	kWd	1000	Estimated_Distribution	Undetermined	9	Age	40.65	515.68	433.34	100	5	202	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	1446.00	27140	kWd	1000	Estimated_Distribution	Undetermined	10	Age	12.31	307.30	482.55	100	5	202	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	1446.00	27140	kWd	1000	Estimated_Distribution	Undetermined	11	Age	0.82	865.57	490.00	100	5	202	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	169.05	27140	kWd		Estimated_Distribution	Undetermined	1	Age	203.88	20.05	145.66	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	169.05	27140	kWd		Estimated_Distribution	Undetermined	2	Age	230.98	99.79	238.50	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	169.05	27140	kWd		Estimated_Distribution	Undetermined	3	Age	42.21	123.80	273.44	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	169.05	27140	kWd		Estimated_Distribution	Undetermined	4	Age	98.15	277.35	334.20	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	169.05	27140	kWd		Estimated_Distribution	Undetermined	5	Age	206.73	305.43	349.20	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	169.05	27140	kWd		Estimated_Distribution	Undetermined	6	Age	136.65	329.63	354.13	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	169.05	27140	kWd		Estimated_Distribution	Undetermined	7	Age	31.97	472.62	402.31	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	169.05	27140	kWd		Estimated_Distribution	Undetermined	8	Age	18.94	481.95	400.62	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	169.05	27140	kWd		Estimated_Distribution	Undetermined	9	Age	4.75	515.68	433.34	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	169.05	27140	kWd		Estimated_Distribution	Undetermined	10	Age	1.44	307.30	482.55	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.c.2	1	Quarter	OTB_DEF_100-119_0_0	169.05	27140	kWd		Estimated_Distribution	Undetermined	11	Age	0.10	865.57	490.00	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	4039.00	8968	kWd		Estimated_Distribution	Undetermined	1	Age	4872.71	20.05	145.66	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	4039.00	8968	kWd		Estimated_Distribution	Undetermined	2	Age	5520.40	99.79	238.50	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	4039.00	8968	kWd		Estimated_Distribution	Undetermined	3	Age	1008.87	123.80	273.44	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	4039.00	8968	kWd		Estimated_Distribution	Undetermined	4	Age	2345.77	277.35	334.20	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	4039.00	8968	kWd		Estimated_Distribution	Undetermined	5	Age	4940.78	305.43	349.20	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	4039.00	8968	kWd		Estimated_Distribution	Undetermined	6	Age	3265.86	329.63	354.13	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	4039.00	8968	kWd		Estimated_Distribution	Undetermined	7	Age	764.09	472.62	402.31	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	4039.00	8968	kWd		Estimated_Distribution	Undetermined	8	Age	452.66	481.95	400.62	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	4039.00	8968	kWd		Estimated_Distribution	Undetermined	9	Age	113.53	515.68	433.34	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	4039.00	8968	kWd		Estimated_Distribution	Undetermined	10	Age	34.39	307.30	482.55	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	4039.00	8968	kWd		Estimated_Distribution	Undetermined	11	Age	2.29	865.57	490.00	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	5001.00	8968	kWd	5000	Estimated_Distribution	Undetermined	1	Age	6033.28	20.05	145.66	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	5001.00	8968	kWd	5000	Estimated_Distribution	Undetermined	2	Age	6835.24	99.79	238.50	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	5001.00	8968	kWd	5000	Estimated_Distribution	Undetermined	3	Age	1249.16	123.80	273.44	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	5001.00	8968	kWd	5000	Estimated_Distribution	Undetermined	4	Age	2904.49	277.35	334.20	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	5001.00	8968	kWd	5000	Estimated_Distribution	Undetermined	5	Age	6117.56	305.43	349.20	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	5001.00	8968	kWd	5000	Estimated_Distribution	Undetermined	6	Age	4043.72	329.63	354.13	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	5001.00	8968	kWd	5000	Estimated_Distribution	Undetermined	7	Age	946.07	472.62	402.31	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	5001.00	8968	kWd	5000	Estimated_Distribution	Undetermined	8	Age	560.48	481.95	400.62	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	5001.00	8968	kWd	5000	Estimated_Distribution	Undetermined	9	Age	140.58	515.68	433.34	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	5001.00	8968	kWd	5000	Estimated_Distribution	Undetermined	10	Age	42.58	307.30	482.55	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.c.2	1	Quarter	OTB_DEF_70-99_0_0	5001.00	8968	kWd	5000	Estimated_Distribution	Undetermined	11	Age	2.83	865.57	490.00	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	44722.00	37959	kWd	45000	Estimated_Distribution	Undetermined	1	Age	53953.24	20.05	145.66	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	44722.00	37959	kWd	45000	Estimated_Distribution	Undetermined	2	Age	61124.88	99.79	238.50	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	44722.00	37959	kWd	45000	Estimated_Distribution	Undetermined	3	Age	11170.73	123.80	273.44	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	44722.00	37959	kWd	45000	Estimated_Distribution	Undetermined	4	Age	25973.68	277.35	334.20	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	44722.00	37959	kWd	45000	Estimated_Distribution	Undetermined	5	Age	54706.95	305.43	349.20	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	44722.00	37959	kWd	45000	Estimated_Distribution	Undetermined	6	Age	36161.38	329.63	354.13	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	44722.00	37959	kWd	45000	Estimated_Distribution	Undetermined	7	Age	8460.38	472.62	402.31	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	44722.00	37959	kWd	45000	Estimated_Distribution	Undetermined	8	Age	5012.12	481.95	400.62	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	44722.00	37959	kWd	45000	Estimated_Distribution	Undetermined	9	Age	1257.11	515.68	433.34	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	44722.00	37959	kWd	45000	Estimated_Distribution	Undetermined	10	Age	380.80	307.30	482.55	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	44722.00	37959	kWd	45000	Estimated_Distribution	Undetermined	11	Age	25.34	865.57	490.00	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	20196.00	37959	kWd		Estimated_Distribution	Undetermined	1	Age	24364.73	20.05	145.66	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	20196.00	37959	kWd		Estimated_Distribution	Undetermined	2	Age	27603.37	99.79	238.50	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	20196.00	37959	kWd		Estimated_Distribution	Undetermined	3	Age	5044.59	123.80	273.44	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	20196.00	37959	kWd		Estimated_Distribution	Undetermined	4	Age	11729.45	277.35	334.20	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	20196.00	37959	kWd		Estimated_Distribution	Undetermined	5	Age	24705.10	305.43	349.20	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	20196.00	37959	kWd		Estimated_Distribution	Undetermined	6	Age	16330.11	329.63	354.13	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	20196.00	37959	kWd		Estimated_Distribution	Undetermined	7	Age	3820.62	472.62	402.31	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	20196.00	37959	kWd		Estimated_Distribution	Undetermined	8	Age	2263.42	481.95	400.62	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	20196.00	37959	kWd		Estimated_Distribution	Undetermined	9	Age	567.70	515.68	433.34	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	20196.00	37959	kWd		Estimated_Distribution	Undetermined	10	Age	171.96	307.30	482.55	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Imported_Data	 	27.7.g	1	Quarter	OTB_DEF_70-99_0_0	20196.00	37959	kWd		Estimated_Distribution	Undetermined	11	Age	11.44	865.57	490.00	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	68.74	22810	kWd		Estimated_Distribution	Undetermined	1	Age	82.04	20.05	145.66	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	68.74	22810	kWd		Estimated_Distribution	Undetermined	2	Age	92.94	99.79	238.50	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	68.74	22810	kWd		Estimated_Distribution	Undetermined	3	Age	16.99	123.80	273.44	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	68.74	22810	kWd		Estimated_Distribution	Undetermined	4	Age	39.49	277.35	334.20	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	68.74	22810	kWd		Estimated_Distribution	Undetermined	5	Age	83.18	305.43	349.20	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	68.74	22810	kWd		Estimated_Distribution	Undetermined	6	Age	54.98	329.63	354.13	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	68.74	22810	kWd		Estimated_Distribution	Undetermined	7	Age	12.86	472.62	402.31	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	68.74	22810	kWd		Estimated_Distribution	Undetermined	8	Age	7.62	481.95	400.62	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	68.74	22810	kWd		Estimated_Distribution	Undetermined	9	Age	1.91	515.68	433.34	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	68.74	22810	kWd		Estimated_Distribution	Undetermined	10	Age	0.58	307.30	482.55	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Discards	Reported	Raised_Discards	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	68.74	22810	kWd		Estimated_Distribution	Undetermined	11	Age	0.04	865.57	490.00	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	588.00	22810	kWd	1000	Estimated_Distribution	Undetermined	1	Age	709.37	20.05	145.66	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	588.00	22810	kWd	1000	Estimated_Distribution	Undetermined	2	Age	803.66	99.79	238.50	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	588.00	22810	kWd	1000	Estimated_Distribution	Undetermined	3	Age	146.87	123.80	273.44	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	588.00	22810	kWd	1000	Estimated_Distribution	Undetermined	4	Age	341.50	277.35	334.20	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	588.00	22810	kWd	1000	Estimated_Distribution	Undetermined	5	Age	719.28	305.43	349.20	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	588.00	22810	kWd	1000	Estimated_Distribution	Undetermined	6	Age	475.45	329.63	354.13	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	588.00	22810	kWd	1000	Estimated_Distribution	Undetermined	7	Age	111.24	472.62	402.31	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	588.00	22810	kWd	1000	Estimated_Distribution	Undetermined	8	Age	65.90	481.95	400.62	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	588.00	22810	kWd	1000	Estimated_Distribution	Undetermined	9	Age	16.53	515.68	433.34	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	588.00	22810	kWd	1000	Estimated_Distribution	Undetermined	10	Age	5.01	307.30	482.55	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	GNS_DEF_120-219_0_0	588.00	22810	kWd	1000	Estimated_Distribution	Undetermined	11	Age	0.33	865.57	490.00	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	1	Age	0.00	20.05	145.66	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	2	Age	0.00	99.79	238.50	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	3	Age	0.00	123.80	273.44	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	4	Age	0.00	277.35	334.20	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	5	Age	0.00	305.43	349.20	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	6	Age	0.00	329.63	354.13	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	7	Age	0.00	472.62	402.31	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	8	Age	0.00	481.95	400.62	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	9	Age	0.00	515.68	433.34	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	10	Age	0.00	307.30	482.55	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_100-119_0_0	0.00	0	kWd	0	Estimated_Distribution	Undetermined	11	Age	0.00	865.57	490.00	0	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_70-99_0_0	39810.00	17278	kWd	40000	Estimated_Distribution	Undetermined	1	Age	48027.33	20.05	145.66	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_70-99_0_0	39810.00	17278	kWd	40000	Estimated_Distribution	Undetermined	2	Age	54411.28	99.79	238.50	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_70-99_0_0	39810.00	17278	kWd	40000	Estimated_Distribution	Undetermined	3	Age	9943.81	123.80	273.44	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_70-99_0_0	39810.00	17278	kWd	40000	Estimated_Distribution	Undetermined	4	Age	23120.89	277.35	334.20	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_70-99_0_0	39810.00	17278	kWd	40000	Estimated_Distribution	Undetermined	5	Age	48698.27	305.43	349.20	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_70-99_0_0	39810.00	17278	kWd	40000	Estimated_Distribution	Undetermined	6	Age	32189.63	329.63	354.13	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_70-99_0_0	39810.00	17278	kWd	40000	Estimated_Distribution	Undetermined	7	Age	7531.14	472.62	402.31	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_70-99_0_0	39810.00	17278	kWd	40000	Estimated_Distribution	Undetermined	8	Age	4461.61	481.95	400.62	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_70-99_0_0	39810.00	17278	kWd	40000	Estimated_Distribution	Undetermined	9	Age	1119.04	515.68	433.34	100	0	0	0	0
meg.27.7b-k8abd	Spain	2023	Landings	Reported	Imported_Data	 	27.7.h	1	Quarter	OTB_DEF_70-99_0_0	39810.00	17278	kWd	40000	Estimated_Distribution	Undetermined	10	Age	338.97	307.30	482.55	100	0	0	0	0
